Company Name,Website,Company Description,Industry,Founder Name,Founder LinkedIn ,Founded,Team Size,Location,Socials
Aidy,https://www.aidyhq.com/,"Aidy delivers persistent, in-depth research for organizations that rely on accurate and timely insights to make critical decisions.",N/A,"Max Williamson, Peter Crocker, Greg Miller","https://linkedin.com/in/max-williamson-3a969a17a, https://linkedin.com/in/pcrocker2021, https://linkedin.com/in/gmmiller00",2024,2,San Francisco,https://www.linkedin.com/company/aidygrants/about/
Focal,https://focalml.com,"Focal is an AI video creation tool that allows anyone to create and share TV episodes and movies. We combine existing video, audio, and language models to make this process simple and straightforward.","artificial intelligence, consumer, video","Robert Cunningham, Felix Wang","https://linkedin.com/in/robert-cunningham-38b43a129, https://linkedin.com/in/felixwang9817",2023,2,San Francisco,https://twitter.com/focalml
Zep AI,https://www.getzep.com/,"Build AI assistants that continually learn and delight users with personalized and accurate experiences. Zep intelligently learns from user interactions, improving your assistant or agent's knowledge over time.","developer-tools, infrastructure, ai, conversational-ai, ai-assistant",Daniel Chalef,https://linkedin.com/in/danielchalef,2023,5,San Francisco,https://www.linkedin.com/company/zep-ai/
Aedilic,https://www.gpudeploy.com,AI-assisted language learning.,ai,"Nicholas Waltz, Lukas Schneider","https://linkedin.com/in/nicholas-waltz-b95067211, https://linkedin.com/in/lukas-schneider-a27498177",2024,2,San Francisco,https://twitter.com/aedilicrobotics
CrowdVolt,https://crowdvolt.com/,Bid/ask style ticket exchange powered by automated order fulfillment,"marketplace, entertainment, social-network, music, ticketing","Max Hammer, Josh Karol, Aria Mohseni","https://linkedin.com/in/max-hammer-2360571b2, https://linkedin.com/in/josh-karol-4b1a97143, https://linkedin.com/in/ariamohseni",2024,4,"New York, NY, US",https://twitter.com/CrowdVolt
jo,https://askjo.ai,jo is a voice-first digital personality that works alongside you every day – a smart and efficient new friend who saves you time and money while improving your quality of life.,"Artificial Intelligence, Consumer","Pradeep Elankumaran, Kevin Li","https://www.linkedin.com/in/pradeepelankumaran, https://www.linkedin.com/in/liveink/",2023,2,"Menlo Park, CA",https://www.linkedin.com/company/askjoai
Clarum,https://clarum.ai,"Clarum helps private equity firms conduct faster, more reliable, and cost-efficient due diligence with AI. Firms can upload documents to extract information, identify red flags, and answer due diligence questionnaires.","artificial intelligence, fintech, saas, finance, b2b","Anton Otaner, Tommy He","https://www.linkedin.com/in/antonotaner, https://linkedin.com/in/tommyhe6",2023,2,San Francisco,https://www.linkedin.com/company/clarum-ai
Sample,https://samplehc.com,"Sample transforms healthcare operations from a burden into a competitive advantage. Our users build copilots in Sample to support processes like patient intake and reimbursement. These copilots don't just speed up work – they capture valuable ground-truth data that make our models smarter over time. We work with leading national providers, already have data from 76% of US oncology clinics, and our network is rapidly expanding across the nation.","health-tech, healthcare-it","Ankit Ranjan, Aash Jain","https://linkedin.com/in/ranjanankit, https://linkedin.com/in/aashish-jain-8ab164156",2023,2,San Francisco,N/A
Lantern,http://lantern.dev,Postgres vector database extension to build AI applications,"artificial-intelligence, b2b, open-source, enterprise, databases","Di Qi, Narek Galstyan","https://www.linkedin.com/in/di-qi/, https://linkedin.com/in/ngalstyan",2023,3,San Francisco,https://twitter.com/lanterndb
DGI Apparel,https://www.dgiapparel.com/,"DGI Apparel is a one-stop shop for custom screen printers to purchase all of the supplies needed to operate their business. DGI enables users to connect their existing vendor accounts to compare prices, inventory, and shipping time across all of their vendors on a single website. They can also manage all of their vendor carts, checkout, and view purchase tracking and analytics right from DGI.",Apparel,"Ian Hinkley, Grant Fuhr, Daniel Shkreli","https://linkedin.com/in/ianhinkley, https://linkedin.com/in/grant-fuhr-06b849188, https://linkedin.com/in/daniel-r-shkreli-6a0130160",2023,4,New York,https://linkedin.com/company/dgi-apparel
Stacksync,https://www.stacksync.cloud/,Real-time and two-way sync between CRMs and Databases that powers real-time and bidirectional data synchronization between CRMs and databases. Stacksync reduces implementation delays from months to minutes for CRM integration projects and removes all the complexity behind CRM new feature development.,CRM Integration,"Ruben Burdin, Alexis Favre","https://linkedin.com/in/ruben-burdin, https://linkedin.com/in/alexis-favre-epfl",2022,4,San Francisco,https://www.linkedin.com/company/stacksyncdata/
Junction Bioscience,https://www.junction.bio/,Junction Bioscience is building an autonomous AI scientist to navigate the discovery of transformative medicines. Our scientific hypothesis engine iterates upon breakthrough chemistry from the laboratory to achieve clarity and control over the molecular basis of disease. We focus on the intersection of neuroinflammation and immunology where uncommon molecular insights position us to develop best-in-class therapies for millions of patients in need.,"biotech, therapeutics, drug-discovery, ai",Brian Petkov,https://linkedin.com/in/brian-petkov-b2a63680,2024,1,San Francisco,https://linkedin.com/in/brian-petkov-b2a63680
OneGrep,https://www.onegrep.dev,"OneGrep is a DevOps Agent that helps engineers automate manual devops tasks. It works across integrations that teams have to search, correlate, and operate automated tasks like runbook automation during incidents. OneGrep specializes across devops tools to help teams release code faster and more reliably so that engineers can spend more time building rather than being trained in bespoke tools like Observability, Ci/Cd, or Infra.","generative-ai, b2b, devops, conversational-ai","Achintya Ashok, Brian Cripe","https://www.linkedin.com/in/achintya-ashok/, https://www.linkedin.com/in/briancripe/",2024,2,New York,https://www.linkedin.com/company/onegrep
Copper Health,https://www.copperhealth.co/,Modern patient engagement and remote therapeutic monitoring platform,"health-tech, telehealth, b2b, digital-health, ai","Joanne Wang, Tommy Guo","https://www.linkedin.com/in/joannewang19/, https://linkedin.com/in/thomasguo",2024,2,San Francisco,https://www.linkedin.com/company/copperhealth/
Tamarind Bio,https://www.tamarind.bio,Easy to use computational biology tools for drug discovery,"ai-powered-drug-discovery, artificial-intelligence, saas, b2b, biotech","Deniz Kavi, Sherry Liu","https://linkedin.com/in/deniz-kavi, https://linkedin.com/in/sherryliu987",2023,2,"San Francisco, CA, US",https://www.linkedin.com/company/tamarind-bio/
Newton,https://joinnewton.com,AI-powered phone platform for dentists,"Healthcare, Dental Technology","Rohit Chaparala, Sam Detjen","https://linkedin.com/in/rohit-chaparala-53201710a, https://www.linkedin.com/in/sam-detjen-93243b129",2023,2,"San Francisco, CA, US",https://www.ycombinator.com/companies/newton
Basepilot,https://www.basepilot.com/,"Basepilot builds AI coworkers that collaborate with humans to automate work across the browser. They learn from what you do and you can teach them new skills, just by demonstration. Companies using Basepilot save 30% of their time and resources per week, freeing up time for more high-value tasks.","artificial-intelligence, saas, no-code, automation, ai-assistant","Ken Hendricks, Pascal Wieler","https://www.linkedin.com/in/ken-hendricks-96181611a, https://www.linkedin.com/in/pascal-wieler",2024,2,San Francisco,https://www.linkedin.com/company/basepilot
Centralize,https://www.usecentralize.com/,"Centralize is the all-in-one deal workspace for high ACV revenue teams, helping revenue teams operationalize multithreading and drive warm pipeline. It automates account mapping and provides contact insights.","Artificial Intelligence, SaaS, B2B, Sales, AI","Rachit Kataria, Will Wang","https://www.linkedin.com/in/rachitkataria/,https://linkedin.com/in/williamwang77",2023,4,San Francisco,https://linkedin.com/company/usecentralize
Lytix,https://lytix.co/,"DataDog for LLMs, turnkey solution for n=1 custom evaluations. Lytix provides developers with a platform to build custom evaluations, identify opportunities for cost savings, and optimize their KPIs in the AI domain.","artificial-intelligence, developer-tools, analytics",Sahil Sinha,https://linkedin.com/in/sssinha20,2024,2,New York,https://www.linkedin.com/company/103001009/
Andy AI,https://with-andy.com,Faster clinical documentation for home health nurses.,"Artificial Intelligence, SaaS, Health-tech, B2B, Healthcare","Tiantian Zha, Max Akhterov","https://linkedin.com/in/tiantianzha, https://linkedin.com/in/akhterov",2023,2,San Francisco,https://linkedin.com/company/with-andy
Markprompt,https://markprompt.com,"AI for customer support. Markprompt addresses the root of the information access problem by indexing all available knowledge within a company to power customer support at scale. They provide an API-first approach and deep integrations with existing support platforms, enabling companies to automate customer support and deliver exceptional user experiences.","Artificial Intelligence, Developer Tools, Customer Support","Marie Schneegans, Michael Fester","https://linkedin.com/in/marie-schneegans, https://linkedin.com/in/michaelfester",2023,2,San Francisco,https://twitter.com/markprompt
TokenOwl,https://tokenowl.ai,"TokenOwl aggregates crypto and other financial accounts in one place with trustless AI. It lets highly active traders calculate taxes with greater accuracy and generate AI powered insights about their portfolio. Users can execute trades with prompts, build custom dashboards, and query their logs in natural language. Low fee networks like Solana have brought a new generation of traders with thousands of transactions, and TokenOwl saves them hours of time and unlocks analytics that lead to higher profitability.","crypto-web3, ai, cryptocurrency","Colin Holter, Amith Vanmane","https://linkedin.com/in/colin-holter-ab1118116, https://linkedin.com/in/amith-vanmane",2023,2,New York,https://www.ycombinator.com/companies/tokenowl
OddsView,https://oddsview.com,"OddsView is the one-stop-shop for sports betting tools and media. The OddsView terminal allows users to browse millions of odds updated in real time to find the best bets. Users can access familiar features like positive expected value and arbitrage finders, as well as exclusive tools such as historical odds charts, all within a single platform.","sports-tech, consumer","Davis Tong, Ajay Koritala, Akaash Patel, Anthony Ter-Saakov, Henri Zhang","https://linkedin.com/in/davistong, https://linkedin.com/in/ajaykoritala, https://linkedin.com/in/akaashp, https://linkedin.com/in/anthony-ter, https://linkedin.com/in/zhanghenri",2024,5,New York,https://twitter.com/odds_view
Adagy Robotics,https://www.adagyrobotics.com/,"Adagy is a remote intervention service that rescues robots when they fail. It allows operators to take control of malfunctioning robots and drive them back to safety, utilizing trained human operators and generative AI to improve reliability in robot deployment.",Robotics,"Rosalind Shinkle, Kathleen Brandes","https://linkedin.com/in/rosalind-shinkle, https://linkedin.com/in/kathleen-brandes-4b1a09103",2023,2,N/A,https://twitter.com/adagyrobotics
ion design,https://www.ion.design/,"ion design is re-imagining how front end works. For early stage companies, ion allows you to describe a UI in text & get react code that’s tailor-made to your business. ion understands your design system and codebase to generate designs that are beautiful and code that’s easy to work with.","artificial-intelligence, developer-tools, design-tools, web-development","Samraaj Bath, Samuel Barnholdt","https://linkedin.com/in/samraajbath, https://linkedin.com/in/samuel-barnholdt-a480b3179",2023,2,San Francisco,https://www.linkedin.com/company/ion-dot-design
Salvy,https://www.salvy.com.br,"Salvy is a mobile carrier for businesses in Brazil, providing management for mobile lines to cut costs by over 50%. With a software layer that integrates with HRIS and ERPs, it aims to simplify telecom management for businesses.","telecommunications, b2b, ai, saas, latin-america","Artur Negrão, Hudo Assenco, Maria Eduarda Kumlehn, Lucas Rosa","https://linkedin.com/in/arturnegrao, https://linkedin.com/in/hudo-assenco, https://linkedin.com/in/mariaeduardakumlehn/, https://linkedin.com/in/lucas-rosa-3080b43b",2022,12,"Curitiba, Brazil",https://www.salvy.com.br
Piramidal,https://piramidal.ai,Foundation Model for the Brain. Get instant diagnosis for the vast majority of neurological conditions using our Foundational AI.,Healthcare,"Dimitris Fotis Sakellariou, Kris Pahuja","https://www.linkedin.com/in/sacellarius, https://www.linkedin.com/in/kris-pahuja-a59a905b",2024,2,N/A,N/A
GovernGPT,https://www.governgpt.ai/,AI Back Office for Fund Managers,"artificial-intelligence, finance, b2b, investing, ai","Mamal Amini, Oliver Walerys","https://linkedin.com/in/mamal-amini-235810170, https://linkedin.com/in/walerys",2023,2,"Toronto, Canada",https://www.linkedin.com/company/93647085/
ParcelBio,https://parcelbio.com/,ParcelBio is delivering the next generation of RNA medicines.,"gene-therapy, biotech, healthcare, drug-delivery, therapeutics","David Weinberg, Chris Carlson","https://linkedin.com/in/david-e-weinberg, https://linkedin.com/in/christopher-carlson-",2023,5,San Francisco,https://www.linkedin.com/company/parcelbio
Lucite,https://www.lucite.ai/,"Lucite is building the first AI-native platform to help insurance brokers and advisors automate the most complex and time consuming parts of their job. We ingest unstructured carrier documents to accurately extract and analyze data, create insights, and generate deliverables, saving firms hours of time each day.",Insurance Technology,"Jason Spector, Richard Greenbaum","https://www.linkedin.com/in/spectorjason/, https://linkedin.com/in/richard-greenbaum-a735b183",2024,3,New York,https://www.linkedin.com/company/lucitetechnologysolutions/about/
Firebender,https://firebender.com,"Firebender is a free and privacy-first Android Studio AI assistant. It has context over your codebase and lets you use the best models for asking questions, debugging code, and generating code snippets. Firebender continuously updates its knowledge base with the latest Android SDKs, libraries, and best practices, providing more accurate and relevant assistance for Android development.","Artificial Intelligence, Developer Tools, Enterprise, AI Assistant","Aman Gottumukkala, Kevin Tang","https://linkedin.com/in/amangotchu, https://linkedin.com/in/distributed",2023,2,San Francisco,https://linkedin.com/company/firebender
Happenstance,https://happenstance.ai,"Happenstance is people search powered by AI. For example, you ask Happenstance 'find people who work on notification systems at big companies', and it comes back with two who follow you on Twitter and five who are connected to your partners.",Artificial Intelligence,Alex Teichman,https://linkedin.com/in/alexteichman,2023,3,N/A,N/A
Deepnight,https://www.deepnight.ai/,Building The Next Generation of Night Vision Devices,"artificial-intelligence, computer-vision","Lucas Young, Thomas Li","https://www.linkedin.com/in/lucasdyoung/, https://linkedin.com/in/thomas-h-li",2023,8,San Francisco,https://www.linkedin.com/in/lucasdyoung/
TrueClaim,https://www.trytrueclaim.com,"Transparent, AI-powered healthcare TPA that processes all payments between healthcare providers and companies that self-fund their insurance. TrueClaim's AI-enabled engine adjudicates and continuously reviews 100% of medical claims to save at least 7% of healthcare costs.",Healthcare,"Barbora Howell, Bobby Bayer","https://linkedin.com/in/podzimkovab, https://linkedin.com/in/rwbayer",2023,2,"San Francisco, CA, US / Seattle, WA, US",https://www.linkedin.com/company/trytrueclaim
ego,https://ego.live,"AI-native 3D simulation engine that allows non-technical creators to generate realistic characters, 3D worlds, and interaction scripts using prompts.","artificial intelligence, generative ai, consumer, gaming","Vishnu Hari, Peggy Wang","https://www.linkedin.com/in/astrophysicist,https://www.linkedin.com/in/yuchun-peggy-wang",2023,5,San Francisco,https://twitter.com/ego_ai_
Brainbase,https://usebrainbase.com,Brainbase is an AI workflow automation builder designed to handle complex enterprise workflows. Our customers use us to spin up everything from sales autopilots to full-fledged customer support workflows in less than a day.,"artificial intelligence, generative ai, saas, b2b, workflow automation",Gokhan Egri,https://www.linkedin.com/in/gokhan-egri,2024,5,San Francisco,https://twitter.com/gokhan_egri
Verse Therapy,https://versetherapy.com,"At Verse Therapy, we're dedicated to making quality speech therapy accessible for everyone by empowering speech-language pathologists (SLPs) to launch and grow their own independent practices. Our AI-enabled back office streamlines insurance processing, scheduling, and documentation, reducing non-therapy overhead.","consumer-health-services, digital-health","Adam Steinle, Danielle Yoesep, Shuying Zhang","https://www.linkedin.com/in/adamsteinle, https://linkedin.com/in/djyoesep, https://linkedin.com/in/shuying-sofia-zhang-91902866",2024,3,San Francisco,https://www.linkedin.com/company/verse-therapy
Tower,https://withtower.com,"Legal due diligence platform powered by AI. Tower accelerates transactional due diligence via an AI-powered, centralized diligence platform.","artificial-intelligence, workflow-automation, legal, legaltech, ai-assistant","Adam Dorfman, Andy Zhang","https://linkedin.com/in/adam-dorfman, https://www.linkedin.com/in/andy-z/",2024,2,San Francisco,https://twitter.com/trytower/
Konstructly,https://konstructly.com/,"Konstructly is the first piece of software for general contractors which ties payments to work approvals. It makes it possible to accurately assess what's been built on site and how much should be paid. Konstructly prevents overspend in construction by bridging the gap between those responsible for the payments in construction (back office) and those responsible for completing and managing the build (production). We digitise invoicing and payment approvals and connect them to the respective quality checks of the works, trade handovers and live progress.",construction,"Stefan Vukcevic, John Hesler, Dima Mikhailovich","https://linkedin.com/in/stefanvukcevic, https://www.linkedin.com/in/john-hesler/, https://linkedin.com/in/dmitryvim",2023,6,"London, United Kingdom",https://www.linkedin.com/company/konstructly/
Infinity AI,https://infinity.ai,"Infinity is a video foundation model for human motion and emotion. We allow creators to generate expressive, talking characters across all styles, from photorealistic to cartoons.","artificial-intelligence, video, creator-economy","Lina Colucci, Sidney Primas, Andrew Weitz","https://linkedin.com/in/lina-colucci, https://linkedin.com/in/sidneyprimas, https://linkedin.com/in/andrewjweitz/",2024,3,San Francisco,https://twitter.com/toinfinityai
PartnerHQ,https://trypartnerhq.com,A marketplace for B2B businesses to buy warm intros.,B2B Marketplace,"Kat Wang, Stan Liu","https://linkedin.com/in/katherine-wang-6760026a, https://linkedin.com/in/stan-l-107a3b1b2",2024,4,N/A,https://twitter.com/buildwithkat
GetCrux,http://getcrux.ai/,"GetCrux is the AI Creative Strategist to launch winning ads. It helps performance marketers find winning patterns in their ad creatives across 100+ parameters like hooks, messaging, storyline, music, pacing, and recommends exactly what to launch next.","saas, analytics, marketing, automation, ai","Himank Jain, Atharva Padhye, Prabhat Singh","https://linkedin.com/in/himank1, https://linkedin.com/in/atharvapadhyecrux, https://linkedin.com/in/prabhat7758",2022,9,San Francisco,https://linkedin.com/company/getcruxai/
Metofico,https://metofico.com/,Metofico provides a no-code data analysis tool tailored for the life sciences. Our platform enables life scientists to analyse complex/massive datasets and extract necessary insights without needing advanced programming skills. This accessibility helps both researchers new to data science and experts save months of work.,"saas, data-science, no-code, data-visualization","Mehdi Boudjadja, Salah Boudjadja","https://linkedin.com/in/mehdi-boutagouga-boudjadja-ph-d-553003138, https://fr.linkedin.com/in/salah-boudjadja-42a05a19b",2021,2,"London, United Kingdom",https://www.linkedin.com/company/31390857/admin/inbox/
Celest,https://celest.dev,Celest is a backend-as-a-service for Flutter and Dart developers. It empowers Flutter developers with the tools and capabilities they need to become full-stack developers by enabling them to build and connect their apps to their backend using Dart.,"developer-tools, saas, b2b, cloud-computing, infrastructure",Dillon Nys,https://linkedin.com/in/dillon-nys,2023,1,San Francisco,https://twitter.com/dillonthedev
Circleback,https://circleback.ai,"Circleback helps teams get the most out of every meeting–whether it's on Zoom, Google Meet, Slack huddles, in-person, or any other meeting platform–by writing notes and automatically taking action on details that matter most.",AI-powered tools,"Ali Haghani, Kevin Jacyna","https://linkedin.com/in/alihaghani, https://linkedin.com/in/kevinjacyna",2023,4,"San Francisco, CA, US",https://twitter.com/circlebackai
Meticulate,https://meticulate.ai/,Meticulate is the best tool for discovering and qualifying companies. We help sales and investment teams target highly specific ICPs and rapidly test outbound strategies.,"generative-ai, finance, sales, investing, ai","Wilbur Li, Joseph Palakapilly","https://www.linkedin.com/in/li-wilbur/, https://linkedin.com/in/jpalakapilly",2023,3,San Francisco,https://www.linkedin.com/company/meticulate/
Arcane,https://www.ycombinator.com/companies/arcane,"Arcane is building an AI powered game platform. We allow anyone to create and play games, without writing code.","artificial-intelligence, generative-ai, consumer, gaming, ai","Rohan Mehta, Lucas Switzer","https://linkedin.com/in/rohanmehta2, https://linkedin.com/in/lucas-switzer-0a3756103",2023,2,New York,https://twitter.com/_rohanmehta
Pythagora (GPT Pilot),https://pythagora.ai/,OSS dev tool that builds entire apps from scratch by talking to you,Software Development,"Zvonimir Sabljić, Leon Ostrež","https://linkedin.com/in/zvonimirsabljic, https://linkedin.com/in/leon-ostrez-b55494178",2023,6,N/A,https://linkedin.com/company/pythagora-io/
Intercept,https://tryintercept.com/,"Intercept lets CPG brands challenge incorrect charges from retail chains. It ingests all of a brand’s fees across their retailer portals and emails, flags the fees that can be disputed, and automates away the mundane tasks involved in fee disputes. What previously took a team of people is now manageable by a single person.",CPG,"Sasha Zhang, Jordan Wick","https://linkedin.com/in/sashaxzhang,https://linkedin.com/in/jordanwick",2023,3,San Francisco,https://twitter.com/tryintercept
Nuanced,https://www.nuanced.dev/,Nuanced makes AI coding tools smarter with static analysis. We're building tools that combine static analysis with AI to obtain a deeper understanding of code behavior.,"artificial-intelligence, developer-tools, ai-assistant","Ayman Nadeem, Dylan Drover","https://linkedin.com/in/aymannadeem, https://linkedin.com/in/dylan-drover",2023,2,San Francisco,https://twitter.com/nuanced_dev
Velorum Therapeutics,https://www.velorumtx.com/,Powerful cancer drugs that starve tumors by hijacking cancer metabolism.,"biotech, healthcare, therapeutics, drug-discovery, oncology","Pouya Modareszadeh, Parsa Modareszadeh","https://linkedin.com/in/pouya-modareszadeh, https://linkedin.com/in/parsa-modareszadeh",2023,3,San Francisco,https://twitter.com/velorumtx
Blume Benefits,https://www.blumebenefits.com/,"The AI copilot for health insurance brokers that streamlines insurance quoting, renewal, and revenue ops processes for health insurance brokers.","health-insurance, ai, ai-assistant","Aditya Joshi, Ethan Hou, Varun Verma","https://www.linkedin.com/in/adityajoshi101/, https://linkedin.com/in/ethan-hou10/, https://linkedin.com/in/tranquilvarun",2023,3,San Francisco,https://www.linkedin.com/company/blumebenefits/
Forge Rewards,https://www.joinforge.app/,Starbucks app for restaurants,food-tech,"Ethan Chang, Isaac Kan","https://www.linkedin.com/in/changethan, https://www.linkedin.com/in/isaackan",2023,2,San Francisco,https://twitter.com/ForgeRewards
SciPhi,https://www.sciphi.ai,"SciPhi is building R2R, the most advanced retrieval system.","Artificial Intelligence, Search, Infrastructure",Owen Colegrove,https://www.linkedin.com/in/owencolegrove/,2023,2,San Francisco,https://www.linkedin.com/company/sciphi-ai/
Integuru,https://www.integuru.ai,"Integuru builds low-latency integrations with platforms lacking official APIs. We developed the first AI agent that creates permissionless integrations by reverse-engineering internal APIs. Our services include authentication management, building integrations, and hosting.","artificial-intelligence, developer-tools, b2b, open-source, api","Richard Zhang, Alan Lu","https://linkedin.com/in/richardfzhang, https://linkedin.com/in/alan-lu-57094517b",2024,2,San Francisco,https://www.linkedin.com/company/integuru-ai/
Eggnog,https://www.eggnog.ai,Eggnog is the Youtube for AI-generated content. The initial product is the only AI video platform on the market that generates consistent characters. The vision is to have the largest library of remixable characters and sets for users to collaboratively build and watch AI-generated content.,"Artificial Intelligence, Entertainment, Social Media, Video","Jitesh Maiyuran, Sam Plank","https://linkedin.com/in/jitesh-m-62a533b3, https://linkedin.com/in/sam-plank-042b1199",2024,2,New York,https://twitter.com/eggnog_ai
Alai,https://getalai.com,"Alai helps tech professionals create high quality presentations faster using AI. For example, a product manager can enter their proposal in plaintext and get polished slide options without spending hours on design.","AI, Presentation Software","Anmol Sood, Krishna Gupta","https://www.linkedin.com/in/anmolsood/, https://www.linkedin.com/in/krishnagupta21",2023,2,N/A,https://twitter.com/getalai
Toolify,https://toolify.sh,"Toolify is dev-first internal tooling. At some point, companies using low-code builders hit a brick wall, and are bogged down by their limitations rather quickly. We offer: - A starter kit with sensible defaults, - A VSCode extension which has AI that creates the internal tool for you, end to end, and, - A web app where you can deploy your tools. This gives you the best of both worlds -- everything you need to build tools just as fast as low-code, and an escape hatch when you need it.","artificial-intelligence, developer-tools, b2b","Rohan Mayya, Saifur Rahman","https://linkedin.com/in/rohan-mayya-a9b341173, https://linkedin.com/in/saif-ur-rahman",2023,2,"Bengaluru, India",https://twitter.com/rohan_mayya
Andon Labs,https://andonlabs.com/,Preparing the world for AGI,"machine-learning, ai",Lukas Petersson,https://linkedin.com/in/lukas-petersson-181a83172,2023,2,N/A,https://linkedin.com/in/lukas-petersson-181a83172
Powder,https://www.powderfi.com/,"Powder is an AI tool that helps wealth advisors rapidly create sales proposals that are personalized for each prospective client. Using LLMs, Powder is able to automate a series of manual tasks such as understanding documents and conversations to create mind-blowing analysis that builds immediate trust. Powder has 3 main features to automate sales workflows - 1. Brokerage, tax and estate document parser that's fast and accurate. 2. Meeting notetaker that's able to capture personalized insights. 3. Portfolio analysis tool that optimizes portfolio returns, risk and fees. Our app saves hours of time and creates a pinpoint proposal that lifts a firm's ability to win new business.",Fintech,"Kanishk Parashar, Soo Yung Cho, David Goerz, Dominic Tully","https://www.linkedin.com/in/diamondk, https://linkedin.com/in/soo-yung-cho-53643811, https://linkedin.com/in/davidgoerz3, https://linkedin.com/in/dominic-tully-b9418292",2023,6,"Redwood City, CA, US",https://twitter.com/PowderFi
Model ML,https://www.modelml.com/,AI Workspace for Financial Services.,"artificial-intelligence, saas, finance, b2b","Chaz Englander, Arnie Englander","https://www.linkedin.com/in/chazenglander, https://linkedin.com/in/arnie-englander",2023,2,"London, United Kingdom",https://www.ycombinator.com/companies/model-ml
Million,https://million.dev,"Million is an APM that makes websites fast, automatically. We use AI to automatically find performance issues and write code to fix them.","developer-tools, open-source, web-development, ai-assistant, ml","Aiden Bai, Nisarg Patel, John Yang","https://linkedin.com/in/aidenbai, https://linkedin.com/in/nisargptel, https://www.linkedin.com/in/john-yang-0985b619a/",2023,3,San Francisco,https://twitter.com/milliondotjs
